name,year,selling_price,seats,owner,transmission,torque,Present_Price,km_driven,seller_type,mileage,engine,max_power,fuel,name_encoded,seller_type_encoded,transmission_encoded,fuel_encoded
city,2016,9.5,,0,Manual,,11.6,33988,Dealer,,,,Diesel,2520,0,1,1
brio,2015,4.0,,0,Manual,,5.9,60000,Dealer,,,,Petrol,2517,0,1,4
city,2009,3.35,,0,Manual,,11.0,87934,Dealer,,,,Petrol,2520,0,1,4
city,2017,11.5,,0,Manual,,12.5,9000,Dealer,,,,Diesel,2520,0,1,1
brio,2016,5.3,,0,Manual,,5.9,5464,Dealer,,,,Petrol,2517,0,1,4
Maruti 800 AC,2007,60000.0,4.0,First Owner,Manual,59.0,,70000,Individual,16.1,796.0,37.0,Petrol,1308,1,1,4
Maruti Wagon R LXI Minor,2007,135000.0,5.0,First Owner,Manual,84.0,,50000,Individual,18.9,1061.0,67.0,Petrol,1708,1,1,4
Datsun RediGO T Option,2017,250000.0,5.0,First Owner,Manual,72.0,,46000,Individual,22.7,799.0,53.64,Petrol,218,1,1,4
Honda Amaze VX i-DTEC,2014,450000.0,5.0,1,Manual,200.0,,141000,Individual,25.8,1498.0,98.6,Diesel,481,1,1,1
Maruti Alto LX BSIII,2007,140000.0,5.0,First Owner,Manual,62.0,,125000,Individual,19.7,796.0,46.3,Petrol,1360,1,1,4
Tata Indigo Grand Petrol,2014,240000.0,5.0,1,Manual,124.0,,60000,Individual,12.85,1396.0,99.6,Petrol,2104,1,1,4
Hyundai Creta 1.6 VTVT S,2015,850000.0,5.0,First Owner,Manual,151.0,,25000,Individual,15.29,1591.0,121.3,Petrol,656,1,1,4
Maruti Celerio Green VXI,2017,365000.0,,First Owner,Manual,,,78000,Individual,,,,CNG,1390,1,1,0
Chevrolet Sail 1.2 Base,2015,260000.0,,First Owner,Manual,,,35000,Individual,,,,Petrol,139,1,1,4
Tata Indigo Grand Petrol,2014,250000.0,5.0,First Owner,Manual,124.0,,100000,Individual,12.85,1396.0,99.6,Petrol,2104,1,1,4
Toyota Corolla Altis 1.8 VL CVT,2018,1650000.0,5.0,First Owner,Automatic,173.0,,25000,Dealer,14.28,1798.0,138.03,Petrol,2286,0,0,4
Maruti 800 AC,2007,60000.0,4.0,First Owner,Manual,59.0,,70000,Individual,16.1,796.0,37.0,Petrol,1308,1,1,4
Maruti Wagon R LXI Minor,2007,135000.0,5.0,First Owner,Manual,84.0,,50000,Individual,18.9,1061.0,67.0,Petrol,1708,1,1,4
Hyundai Verna 1.6 SX,2012,600000.0,5.0,First Owner,Manual,259.8,,100000,Individual,22.32,1582.0,126.32,Diesel,829,1,1,1
Datsun RediGO T Option,2017,250000.0,5.0,First Owner,Manual,72.0,,46000,Individual,22.7,799.0,53.64,Petrol,218,1,1,4
Honda Amaze VX i-DTEC,2014,450000.0,5.0,1,Manual,200.0,,141000,Individual,25.8,1498.0,98.6,Diesel,481,1,1,1
Maruti Alto LX BSIII,2007,140000.0,5.0,First Owner,Manual,62.0,,125000,Individual,19.7,796.0,46.3,Petrol,1360,1,1,4
Hyundai Xcent 1.2 Kappa S,2016,550000.0,5.0,First Owner,Manual,114.0,,25000,Individual,19.1,1197.0,82.0,Petrol,888,1,1,4
Tata Indigo Grand Petrol,2014,240000.0,5.0,1,Manual,124.0,,60000,Individual,12.85,1396.0,99.6,Petrol,2104,1,1,4
Hyundai Creta 1.6 VTVT S,2015,850000.0,5.0,First Owner,Manual,151.0,,25000,Individual,15.29,1591.0,121.3,Petrol,656,1,1,4
Maruti Celerio Green VXI,2017,365000.0,,First Owner,Manual,,,78000,Individual,,,,CNG,1390,1,1,0
Chevrolet Sail 1.2 Base,2015,260000.0,,First Owner,Manual,,,35000,Individual,,,,Petrol,139,1,1,4
Tata Indigo Grand Petrol,2014,250000.0,5.0,First Owner,Manual,124.0,,100000,Individual,12.85,1396.0,99.6,Petrol,2104,1,1,4
Toyota Corolla Altis 1.8 VL CVT,2018,1650000.0,5.0,First Owner,Automatic,173.0,,25000,Dealer,14.28,1798.0,138.03,Petrol,2286,0,0,4
Maruti Ciaz VXi Plus,2015,585000.0,5.0,First Owner,Manual,130.0,,24000,Dealer,20.73,1373.0,91.1,Petrol,1436,0,1,4
Hyundai Venue SX Opt Diesel,2019,1195000.0,,First Owner,Manual,,,5000,Dealer,,,,Diesel,812,0,1,1
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,390000.0,7.0,1,Manual,172.5,,33000,Individual,18.2,1248.0,73.8,Diesel,130,1,1,1
Jaguar XF 2.2 Litre Luxury,2014,1964999.0,5.0,First Owner,Automatic,450.0,,28000,Dealer,16.36,2179.0,187.7,Diesel,997,0,0,1
Mercedes-Benz New C-Class 220 CDI AT,2013,1425000.0,5.0,First Owner,Automatic,400.0,,59000,Dealer,14.84,2143.0,170.0,Diesel,1792,0,0,1
Maruti Vitara Brezza ZDi Plus AMT,2018,975000.0,5.0,First Owner,Automatic,200.0,,4500,Dealer,24.3,1248.0,88.5,Diesel,1682,0,0,1
Audi Q5 2.0 TDI,2011,1190000.0,5.0,First Owner,Automatic,350.0,,175900,Dealer,12.8,1968.0,167.6,Diesel,31,0,0,1
Honda City V MT,2018,930000.0,5.0,First Owner,Manual,146.0,,14500,Dealer,16.8,1497.0,116.3,Petrol,538,0,1,4
Tata Tigor 1.2 Revotron XT,2018,525000.0,5.0,First Owner,Manual,114.0,,15000,Individual,20.3,1199.0,84.0,Petrol,2248,1,1,4
Audi A6 2.0 TDI  Design Edition,2013,1735000.0,5.0,First Owner,Automatic,400.0,,50000,Dealer,18.53,1968.0,187.74,Diesel,20,0,0,1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2012,1375000.0,,1,Automatic,,,33800,Dealer,,,,Diesel,1797,0,0,1
Skoda Superb Ambition 2.0 TDI CR AT,2011,450000.0,,1,Automatic,,,130400,Dealer,,,,Diesel,1994,0,0,1
Toyota Corolla Altis G AT,2016,900000.0,,First Owner,Automatic,,,50000,Individual,,,,Petrol,2293,1,0,4
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,1300000.0,7.0,First Owner,Manual,200.0,,80000,Individual,12.99,2494.0,100.6,Diesel,2355,1,1,1
Jeep Compass 1.4 Sport Plus BSIV,2019,1400000.0,,First Owner,Manual,,,10000,Individual,,,,Petrol,1005,1,1,4
Mercedes-Benz E-Class E 200 CGI Elegance,2010,850000.0,,First Owner,Automatic,,,119000,Dealer,,,,Petrol,1768,0,0,4
Hyundai i10 Magna 1.1L,2014,229999.0,5.0,3,Manual,99.04,,60000,Individual,19.81,1086.0,68.05,Petrol,908,1,1,4
BMW 3 Series 320d Sport Line,2013,1550000.0,,1,Automatic,,,75800,Dealer,,,,Diesel,51,0,0,1
Audi Q7 35 TDI Quattro Premium,2009,1250000.0,7.0,2,Automatic,550.0,,78000,Dealer,12.07,2967.0,241.4,Diesel,40,0,0,1
Hyundai Elantra CRDi S,2012,625000.0,,First Owner,Manual,,,40000,Individual,,,,Diesel,678,1,1,1
Mahindra Scorpio 1.99 S10,2014,1050000.0,7.0,First Owner,Manual,280.0,,50000,Individual,15.4,1997.0,120.0,Diesel,1145,1,1,1
Honda City i DTEC V,2014,560000.0,5.0,1,Manual,200.0,,74000,Individual,26.0,1498.0,98.6,Diesel,546,1,1,1
Maruti Wagon R VXI BS IV with ABS,2014,290000.0,5.0,1,Manual,90.0,,64000,Individual,18.9,998.0,67.1,Petrol,1722,1,1,4
Maruti Wagon R VXI BS IV,2012,275000.0,5.0,1,Manual,90.0,,60000,Individual,20.51,998.0,67.04,Petrol,1721,1,1,4
Mahindra Scorpio LX,2009,411000.0,9.0,1,Manual,290.0,,120000,Individual,12.05,2179.0,120.0,Diesel,1174,1,1,1
Hyundai Santro Xing GLS,2009,150000.0,5.0,2,Manual,96.1,,79000,Individual,17.92,1086.0,62.1,Petrol,781,1,1,4
Hyundai Grand i10 1.2 Kappa Asta,2019,500000.0,5.0,First Owner,Manual,113.75,,15000,Individual,18.9,1197.0,81.86,Petrol,717,1,1,4
Maruti Alto LXi,2006,100000.0,5.0,First Owner,Manual,62.0,,80000,Individual,19.7,796.0,46.3,Petrol,1362,1,1,4
Maruti Swift Dzire VDI Optional,2017,725000.0,5.0,First Owner,Manual,190.0,,18500,Dealer,26.59,1248.0,74.0,Diesel,1611,0,1,1
Maruti Eeco 5 Seater AC BSIV,2018,401000.0,5.0,First Owner,Manual,101.0,,10200,Dealer,15.37,1196.0,73.0,Petrol,1450,0,1,4
Hyundai i20 Sportz 1.4 CRDi,2018,750000.0,5.0,First Owner,Manual,219.7,,29000,Dealer,22.54,1396.0,88.73,Diesel,985,0,1,1
Maruti Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2018,310000.0,,First Owner,Manual,,,28000,Dealer,,,,Petrol,1532,0,1,4
Maruti Swift ZDi BSIV,2016,665000.0,,First Owner,Manual,,,46000,Dealer,,,,Diesel,1666,0,1,1
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2014,465000.0,5.0,First Owner,Manual,219.7,,70000,Dealer,22.54,1396.0,88.73,Diesel,948,0,1,1
Mahindra Jeep CL 500 MDI,1996,250000.0,,1,Manual,,,35000,Individual,,,,Diesel,1089,1,1,1
Honda City i DTEC VX,2014,675000.0,5.0,First Owner,Manual,200.0,,90000,Dealer,25.1,1498.0,98.6,Diesel,547,0,1,1
Maruti Wagon R VXI BS IV,2013,300000.0,5.0,First Owner,Manual,90.0,,80000,Dealer,20.51,998.0,67.04,Petrol,1721,0,1,4
Tata Indica DLS,2005,70000.0,,First Owner,Manual,,,80000,Individual,,,,Diesel,2025,1,1,1
Hyundai EON Magna Plus,2014,240000.0,5.0,1,Manual,74.5,,73300,Dealer,21.1,814.0,55.2,Petrol,672,0,1,4
Toyota Etios GD,2014,525000.0,5.0,First Owner,Manual,170.0,,92000,Dealer,23.59,1364.0,67.05,Diesel,2308,0,1,1
Maruti Alto LXi,2009,151000.0,5.0,1,Manual,62.0,,66764,Dealer,19.7,796.0,46.3,Petrol,1362,0,1,4
Maruti Alto LXi,2009,140000.0,5.0,First Owner,Manual,62.0,,100000,Individual,19.7,796.0,46.3,Petrol,1362,1,1,4
Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,2010,280000.0,7.0,1,Manual,19.0,,350000,Individual,14.8,2499.0,80.0,Diesel,183,1,1,1
Toyota Corolla Altis Diesel D4DG,2011,350000.0,5.0,First Owner,Manual,205.0,,230000,Individual,21.43,1364.0,87.2,Diesel,2289,1,1,1
Hyundai EON Magna Plus,2018,300000.0,5.0,First Owner,Manual,74.5,,31000,Individual,21.1,814.0,55.2,Petrol,672,1,1,4
Tata Indigo Classic Dicor,2007,100000.0,,First Owner,Manual,,,39000,Individual,,,,Diesel,2099,1,1,1
Toyota Innova 2.5 V Diesel 8-seater,2009,500000.0,8.0,2,Manual,20.4,,120000,Individual,12.8,2494.0,102.0,Diesel,2374,1,1,1
Maruti Swift 1.3 VXi,2006,130000.0,,2,Manual,,,110000,Individual,,,,Petrol,1579,1,1,4
Ford EcoSport 1.5 Diesel Titanium BSIV,2017,925000.0,5.0,First Owner,Manual,205.0,,35000,Individual,23.0,1498.0,98.96,Diesel,273,1,1,1
Maruti Ciaz 1.3 Delta,2018,750000.0,,First Owner,Manual,,,60000,Individual,,,,Diesel,1414,1,1,1
Honda Civic 1.8 V AT,2007,200000.0,5.0,1,Automatic,172.0,,54000,Individual,12.9,1799.0,130.0,Petrol,578,1,0,4
Hyundai i10 Sportz 1.2,2010,248000.0,5.0,1,Manual,111.8,,63000,Individual,20.36,1197.0,78.9,Petrol,915,1,1,4
Skoda Rapid 1.5 TDI Elegance,2014,450000.0,5.0,1,Manual,250.0,,120000,Individual,21.14,1498.0,103.52,Diesel,1970,1,1,1
Hyundai Getz GLS,2005,80000.0,5.0,2,Manual,115.0,,120000,Individual,15.3,1341.0,83.0,Petrol,710,1,1,4
Nissan Terrano XL,2014,650000.0,5.0,1,Manual,145.0,,76000,Individual,13.24,1598.0,102.5,Petrol,1846,1,1,4
Hyundai Grand i10 CRDi Sportz,2015,450000.0,5.0,First Owner,Manual,160.0,,80000,Individual,24.0,1120.0,70.0,Diesel,734,1,1,1
Hyundai Elite i20 Diesel Era,2019,650000.0,,First Owner,Manual,,,25000,Individual,,,,Diesel,690,1,1,1
Honda Amaze S i-VTEC,2016,495000.0,5.0,First Owner,Manual,109.0,,11958,Dealer,17.8,1198.0,86.7,Petrol,470,0,1,4
Honda Brio S MT,2015,371000.0,5.0,First Owner,Manual,109.0,,20000,Dealer,19.4,1198.0,86.8,Petrol,498,0,1,4
Hyundai Creta 1.6 SX Option,2017,1025000.0,5.0,First Owner,Manual,151.0,,9000,Dealer,15.8,1591.0,121.3,Petrol,652,0,1,4
Mercedes-Benz S-Class S 350d Connoisseurs Edition,2017,8150000.0,,First Owner,Automatic,,,6500,Dealer,,,,Diesel,1804,0,0,1
Mahindra XUV500 W8 2WD,2015,750000.0,7.0,First Owner,Manual,330.0,,70000,Individual,15.1,2179.0,140.0,Diesel,1281,1,1,1
Hyundai Santro Xing XO,2007,80000.0,,1,Manual,,,58000,Dealer,,,,Petrol,797,0,1,4
Mahindra Bolero 2011-2019 SLE,2013,325000.0,7.0,First Owner,Manual,195.0,,62200,Dealer,15.96,2523.0,62.1,Diesel,1048,0,1,1
Audi A6 2.0 TDI Premium Plus,2014,1470000.0,5.0,1,Automatic,380.0,,34000,Dealer,17.68,1968.0,174.33,Diesel,21,0,0,1
Fiat Avventura MULTIJET Emotion,2015,350000.0,5.0,1,Manual,209.0,,53000,Individual,20.5,1248.0,91.72,Diesel,221,1,1,1
Audi A8 4.2 TDI,2013,2800000.0,,First Owner,Automatic,,,49000,Dealer,,,,Diesel,26,0,0,1
Datsun RediGO 1.0 S,2017,210000.0,5.0,1,Manual,91.0,,15000,Dealer,22.5,999.0,67.0,Petrol,211,0,1,4
Volkswagen Jetta 1.4 TSI Comfortline,2013,450000.0,,First Owner,Manual,,,50000,Individual,,,,Petrol,2432,1,1,4
Honda Civic 1.8 V AT,2009,210000.0,5.0,First Owner,Automatic,172.0,,63500,Dealer,12.9,1799.0,130.0,Petrol,578,0,0,4
Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,4500000.0,5.0,First Owner,Automatic,300.0,,9800,Dealer,15.0,1991.0,194.4,Petrol,1778,0,0,4
Volvo V40 D3 R Design,2018,1975000.0,,First Owner,Automatic,,,21000,Dealer,,,,Diesel,2499,0,0,1
Maruti SX4 Zxi BSIII,2008,175000.0,5.0,First Owner,Manual,145.0,,29173,Dealer,15.0,1586.0,104.68,Petrol,1572,0,1,4
BMW 7 Series 730Ld,2012,2500000.0,5.0,First Owner,Automatic,560.0,,48000,Dealer,14.49,2993.0,258.0,Diesel,63,0,0,1
Mahindra Bolero Power Plus SLX,2017,628000.0,7.0,First Owner,Manual,195.0,,120000,Individual,16.5,1493.0,70.0,Diesel,1076,1,1,1
Hyundai Sonata CRDi M/T,2010,600000.0,5.0,First Owner,Manual,32.1,,100000,Individual,11.8,1991.0,150.0,Diesel,807,1,1,1
Nissan Micra Active XV Petrol,2017,399000.0,,First Owner,Manual,,,30000,Individual,,,,Petrol,1823,1,1,4
Mahindra Xylo D4,2018,750000.0,7.0,First Owner,Manual,218.0,,87000,Individual,14.95,2489.0,93.7,Diesel,1291,1,1,1
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,750000.0,5.0,First Owner,Manual,117.0,,15000,Individual,18.6,1197.0,81.86,Petrol,702,1,1,4
Renault KWID RXT,2017,315000.0,5.0,First Owner,Manual,72.0,,16000,Individual,25.17,799.0,53.3,Petrol,1904,1,1,4
Mahindra Xylo E4 BS III,2012,600000.0,7.0,First Owner,Manual,260.0,,60000,Individual,11.68,2498.0,112.0,Diesel,1297,1,1,1
Maruti Wagon R LXI Minor,2010,100000.0,5.0,3,Manual,84.0,,60000,Individual,18.9,1061.0,67.0,Petrol,1708,1,1,4
Maruti SX4 ZXI MT BSIV,2011,250000.0,5.0,2,Manual,145.0,,110000,Individual,16.51,1586.0,103.2,Petrol,1570,1,1,4
Renault KWID RXT,2017,350000.0,5.0,First Owner,Manual,72.0,,25000,Individual,25.17,799.0,53.3,Petrol,1904,1,1,4
Hyundai Creta 1.4 CRDi S,2016,780000.0,5.0,First Owner,Manual,219.7,,60000,Individual,21.38,1396.0,88.7,Diesel,635,1,1,1
Maruti Swift Dzire VDI,2014,434000.0,5.0,1,Manual,190.0,,79350,Individual,26.59,1248.0,74.0,Diesel,1610,1,1,1
Hyundai Verna 1.6 VTVT AT S Option,2016,690000.0,,First Owner,Automatic,,,80000,Individual,,,,Petrol,837,1,0,4
Mahindra Scorpio LX BSIV,2014,555000.0,9.0,1,Manual,290.0,,90000,Individual,12.05,2179.0,120.0,Diesel,1176,1,1,1
Chevrolet Beat Diesel,2013,165000.0,5.0,1,Manual,150.0,,60000,Individual,25.44,936.0,57.6,Diesel,103,1,1,1
Maruti Zen LX,2004,95000.0,5.0,First Owner,Manual,78.0,,50000,Individual,17.3,993.0,60.0,Petrol,1749,1,1,4
Maruti Baleno Delta 1.2,2018,550000.0,5.0,First Owner,Manual,115.0,,20000,Individual,21.4,1197.0,83.1,Petrol,1375,1,1,4
Tata Nano Lx BSIV,2012,100000.0,4.0,1,Manual,51.0,,50000,Individual,25.4,624.0,37.48,Petrol,2147,1,1,4
Toyota Innova 2.5 GX (Diesel) 8 Seater,2012,500000.0,8.0,First Owner,Manual,200.0,,100000,Individual,12.99,2494.0,100.6,Diesel,2367,1,1,1
Maruti Ertiga SHVS VDI,2016,800000.0,7.0,1,Manual,200.0,,70000,Individual,24.52,1248.0,88.5,Diesel,1470,1,1,1
Hyundai Creta 1.6 CRDi SX,2016,840000.0,5.0,1,Manual,259.9,,70000,Individual,19.67,1582.0,126.2,Diesel,642,1,1,1
Honda Amaze S i-Vtech,2016,490000.0,5.0,First Owner,Manual,109.0,,50000,Individual,18.0,1198.0,86.7,Petrol,471,1,1,4
Tata Indica Vista Aqua 1.4 TDI,2010,125000.0,5.0,1,Manual,135.0,,81000,Individual,17.0,1405.0,71.0,Diesel,2058,1,1,1
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012,400000.0,,2,Manual,,,120000,Individual,,,,Diesel,171,1,1,1
Chevrolet Cruze LTZ,2015,1000000.0,5.0,First Owner,Manual,327.0,,3600,Dealer,18.3,1991.0,147.9,Diesel,118,0,1,1
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,530000.0,5.0,First Owner,Manual,112.0,,14272,Dealer,18.16,1196.0,86.8,Petrol,377,0,1,4
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,840000.0,5.0,First Owner,Manual,205.0,,49213,Dealer,23.0,1498.0,98.96,Diesel,274,0,1,1
Maruti 800 Std,1998,40000.0,4.0,3,Manual,59.0,,40000,Individual,16.1,796.0,37.0,Petrol,1320,1,1,4
Chevrolet Spark 1.0 LS,2012,130000.0,5.0,First Owner,Manual,90.3,,80000,Individual,18.0,995.0,62.0,Petrol,158,1,1,4
Hyundai EON Era Plus,2015,200000.0,5.0,First Owner,Manual,74.5,,70000,Individual,21.1,814.0,55.2,Petrol,665,1,1,4
Tata Indica Vista Aqua TDI BSIII,2011,120000.0,5.0,First Owner,Manual,135.0,,70000,Individual,17.0,1405.0,71.0,Diesel,2059,1,1,1
Hyundai Santro LP zipPlus,2003,75000.0,,First Owner,Manual,,,57000,Individual,,,,Petrol,763,1,1,4
Maruti 800 AC BSIII,2005,100000.0,4.0,First Owner,Manual,59.0,,30000,Individual,16.1,796.0,37.0,Petrol,1310,1,1,4
Hyundai EON Era Plus,2013,280000.0,5.0,1,Manual,74.5,,3240,Individual,21.1,814.0,55.2,Petrol,665,1,1,4
Hyundai i20 Magna 1.2,2015,540000.0,5.0,First Owner,Manual,114.7,,5000,Individual,18.6,1197.0,81.83,Petrol,978,1,1,4
Hyundai i20 1.2 Asta,2018,700000.0,5.0,First Owner,Manual,114.7,,10000,Individual,18.6,1197.0,81.83,Petrol,919,1,1,4
Maruti Ciaz VDi Plus,2015,525000.0,5.0,First Owner,Manual,200.0,,100000,Individual,26.21,1248.0,88.5,Diesel,1433,1,1,1
Hyundai i20 Asta 1.4 CRDi,2016,430000.0,5.0,First Owner,Manual,219.7,,80000,Individual,22.54,1396.0,88.73,Diesel,967,1,1,1
Hyundai Santro LE,2002,65000.0,,First Owner,Manual,,,70000,Individual,,,,Petrol,760,1,1,4
Maruti Vitara Brezza VDi,2018,800000.0,5.0,First Owner,Manual,200.0,,35000,Individual,24.3,1248.0,88.5,Diesel,1676,1,1,1
Hyundai Santro Xing XL eRLX Euro III,2007,75000.0,,1,Manual,,,114000,Individual,,,,Petrol,796,1,1,4
Hyundai Getz 1.3 GLS,2008,210000.0,,First Owner,Manual,,,53772,Individual,,,,Petrol,705,1,1,4
Mahindra Quanto C8,2012,195000.0,7.0,1,Manual,240.0,,140000,Individual,17.21,1493.0,100.0,Diesel,1138,1,1,1
Chevrolet Tavera Neo 3 LS 7 C BSIII,2015,400000.0,,First Owner,Manual,,,120000,Individual,,,,Diesel,178,1,1,1
Hyundai EON Magna Plus,2012,170000.0,5.0,First Owner,Manual,74.5,,60000,Individual,21.1,814.0,55.2,Petrol,672,1,1,4
Renault KWID RXT,2016,225000.0,5.0,First Owner,Manual,72.0,,25000,Individual,25.17,799.0,53.3,Petrol,1904,1,1,4
Maruti Wagon R DUO LPG,2014,210000.0,,First Owner,Manual,,,90000,Individual,,,,LPG,1694,1,1,3
Maruti Wagon R LXI,2020,240000.0,5.0,First Owner,Manual,90.0,,120000,Individual,21.79,998.0,67.05,Petrol,1700,1,1,4
Chevrolet Enjoy 1.3 TCDi LS 8,2015,300000.0,8.0,First Owner,Manual,172.5,,175000,Individual,18.2,1248.0,73.74,Diesel,121,1,1,1
Chevrolet Spark 1.0 LS,2011,99000.0,5.0,2,Manual,90.3,,100000,Individual,18.0,995.0,62.0,Petrol,158,1,1,4
Honda City i VTEC SV,2014,620000.0,5.0,First Owner,Manual,145.0,,36000,Individual,17.8,1497.0,117.3,Petrol,557,1,1,4
Honda Amaze VX i-DTEC,2013,500000.0,5.0,First Owner,Manual,200.0,,30000,Individual,25.8,1498.0,98.6,Diesel,481,1,1,1
Jaguar XJ 5.0 L V8 Supercharged,2010,2550000.0,,1,Automatic,,,40000,Individual,,,,Petrol,1001,1,0,4
Honda Brio E MT,2013,260000.0,5.0,1,Manual,109.0,,70000,Individual,19.4,1198.0,86.8,Petrol,496,1,1,4
Maruti Swift VVT ZXI,2017,550000.0,5.0,First Owner,Manual,113.0,,60000,Individual,22.0,1197.0,81.8,Petrol,1650,1,1,4
Tata Indigo CR4,2011,150000.0,5.0,First Owner,Manual,140.0,,155500,Individual,23.57,1396.0,70.0,Diesel,2084,1,1,1
Hyundai i10 Asta AT,2011,350000.0,,1,Automatic,,,50000,Individual,,,,Petrol,899,1,0,4
Chevrolet Beat LT,2016,320000.0,5.0,First Owner,Manual,108.0,,40000,Individual,18.6,1199.0,79.4,Petrol,109,1,1,4
Maruti Swift VDI BSIV,2015,400000.0,5.0,2,Manual,190.0,,100000,Individual,25.2,1248.0,74.0,Diesel,1643,1,1,1
Maruti Alto LXi,2012,175000.0,5.0,2,Manual,62.0,,80000,Individual,19.7,796.0,46.3,Petrol,1362,1,1,4
Chevrolet Beat LT,2011,120000.0,5.0,1,Manual,108.0,,90000,Individual,18.6,1199.0,79.4,Petrol,109,1,1,4
Renault Duster 110PS Diesel RxZ,2013,320000.0,5.0,1,Manual,248.0,,90000,Individual,19.01,1461.0,108.45,Diesel,1866,1,1,1
Hyundai Santro Xing XG,2006,70000.0,,2,Manual,,,110000,Individual,,,,Petrol,784,1,1,4
Maruti Swift Dzire ZXI Plus,2019,810000.0,5.0,First Owner,Manual,113.0,,15000,Individual,21.21,1197.0,81.8,Petrol,1625,1,1,4
Maruti 800 AC,2007,95000.0,4.0,1,Manual,59.0,,100000,Individual,16.1,796.0,37.0,Petrol,1308,1,1,4
Maruti Alto K10 LXI CNG,2020,282000.0,4.0,First Owner,Manual,78.0,,40000,Individual,32.26,998.0,58.3,CNG,1352,1,1,0
Maruti 800 Std BSII,2004,80000.0,4.0,1,Manual,59.0,,60000,Individual,16.1,796.0,37.0,Petrol,1321,1,1,4
Tata Nano LX SE,2013,72000.0,4.0,First Owner,Manual,51.0,,25000,Individual,25.4,624.0,37.5,Petrol,2144,1,1,4
Hyundai i20 Magna 1.2,2016,600000.0,5.0,First Owner,Manual,114.7,,25000,Individual,18.6,1197.0,81.83,Petrol,978,1,1,4
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,640000.0,,First Owner,Manual,,,23000,Individual,,,,Petrol,1982,1,1,4
Maruti Alto K10 VXI,2018,380000.0,5.0,First Owner,Manual,90.0,,22155,Individual,23.95,998.0,67.05,Petrol,1354,1,1,4
Maruti Ciaz 1.4 Delta,2018,650000.0,,First Owner,Manual,,,70000,Individual,,,,Petrol,1419,1,1,4
Maruti Alto LX,2009,150000.0,5.0,1,Manual,62.0,,60000,Individual,19.7,796.0,46.3,Petrol,1359,1,1,4
Hyundai i20 Asta,2009,280000.0,5.0,1,Manual,11.4,,110000,Individual,17.0,1197.0,80.0,Petrol,963,1,1,4
Tata Nexon 1.2 Revotron XM,2018,430000.0,5.0,First Owner,Manual,170.0,,30000,Individual,17.0,1198.0,108.5,Petrol,2174,1,1,4
Mahindra Bolero Power Plus SLX,2019,800000.0,7.0,First Owner,Manual,195.0,,15000,Individual,16.5,1493.0,70.0,Diesel,1076,1,1,1
Maruti Zen D,2003,75000.0,5.0,1,Manual,789.0,,100000,Individual,20.8,1527.0,58.0,Diesel,1735,1,1,1
Maruti Eeco 7 Seater Standard BSIV,2017,390000.0,7.0,First Owner,Manual,101.0,,24000,Individual,15.37,1196.0,73.0,Petrol,1452,1,1,4
Honda City 1.5 EXI,2005,100000.0,5.0,1,Manual,13.1,,120000,Individual,13.0,1493.0,100.0,Petrol,517,1,1,4
Mercedes-Benz New C-Class 220 CDI AT,2013,1500000.0,5.0,First Owner,Automatic,400.0,,35000,Individual,14.84,2143.0,170.0,Diesel,1792,1,0,1
Maruti SX4 Zxi with Leather BSIII,2007,175000.0,5.0,First Owner,Manual,145.0,,78380,Individual,15.6,1586.0,104.68,Petrol,1573,1,1,4
Renault Duster 110PS Diesel RxZ,2012,434999.0,5.0,1,Manual,248.0,,110000,Individual,19.01,1461.0,108.45,Diesel,1866,1,1,1
Ford Figo Diesel Titanium,2010,170000.0,5.0,2,Manual,160.0,,90000,Individual,20.0,1399.0,68.0,Diesel,394,1,1,1
Ford Figo Diesel Titanium,2011,190000.0,5.0,2,Manual,160.0,,90000,Individual,20.0,1399.0,68.0,Diesel,394,1,1,1
Maruti Swift Dzire VDi,2009,250000.0,5.0,2,Manual,190.0,,150000,Individual,19.3,1248.0,73.9,Diesel,1612,1,1,1
Mahindra Xylo E4,2009,229999.0,7.0,2,Manual,260.0,,230000,Individual,14.0,2498.0,112.0,Diesel,1294,1,1,1
Maruti Esteem Vxi - BSIII,2006,140000.0,5.0,2,Manual,110.0,,70000,Individual,15.9,1298.0,85.0,Petrol,1495,1,1,4
Hyundai i20 1.2 Sportz,2012,280000.0,5.0,2,Manual,11.4,,110000,Individual,17.0,1197.0,80.0,Petrol,925,1,1,4
Chevrolet Beat Diesel LT,2012,150000.0,5.0,First Owner,Manual,150.0,,60000,Individual,25.44,936.0,57.6,Diesel,105,1,1,1
Chevrolet Cruze LTZ AT,2015,650000.0,5.0,First Owner,Automatic,360.0,,50000,Individual,14.81,1998.0,163.7,Diesel,119,1,0,1
